ID,Nombre_Tarea,Categoria_Principal,Subcategoria,Indoor_Outdoor,Tiempo_Estimado_Minutos,Requiere_Ubicacion,API_Categoria,Descripcion
70,Explorar senderos en mountain bike por el parque local,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Explorar senderos en mountain bike por el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
71,Buscar tesoros de geocaching en el lago,Aventura y Exploración,Geocaching,Outdoor,30,True,,Disfruta de Buscar tesoros de geocaching en el lago al aire libre dentro de la categoría de Aventura y Exploración
72,Hacer entrenamiento de intervalos en el jardín botánico,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Hacer entrenamiento de intervalos en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
73,Hacer compostaje en el huerto comunitario,Jardinería y Agricultura,Huerto Urbano,Outdoor,60,True,,Disfruta de Hacer compostaje en el huerto comunitario al aire libre dentro de la categoría de Jardinería y Agricultura
75,Hacer ejercicios de tiro en el valle,Deportes de Equipo,Baloncesto,Outdoor,30,True,,Disfruta de Hacer ejercicios de tiro en el valle al aire libre dentro de la categoría de Deportes de Equipo
76,Plantar árboles en la montaña,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Plantar árboles en la montaña al aire libre dentro de la categoría de Jardinería y Agricultura
79,Hacer entrenamiento de fútbol en el centro histórico,Deportes de Equipo,Fútbol,Outdoor,60,True,,Disfruta de Hacer entrenamiento de fútbol en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
80,Correr al amanecer por el parque local,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Correr al amanecer por el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
84,Jugar fútbol playa en el bosque,Deportes de Equipo,Fútbol,Outdoor,240,True,,Disfruta de Jugar fútbol playa en el bosque al aire libre dentro de la categoría de Deportes de Equipo
86,Hacer ejercicios de tiro en el centro histórico,Deportes de Equipo,Baloncesto,Outdoor,240,True,,Disfruta de Hacer ejercicios de tiro en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
87,Hacer ejercicios técnicos de fútbol en el bosque,Deportes de Equipo,Fútbol,Outdoor,240,True,,Disfruta de Hacer ejercicios técnicos de fútbol en el bosque al aire libre dentro de la categoría de Deportes de Equipo
89,Hacer ciclismo de carretera en el circuito urbano,Deportes al Aire Libre,Ciclismo,Outdoor,90,True,,Disfruta de Hacer ciclismo de carretera en el circuito urbano al aire libre dentro de la categoría de Deportes al Aire Libre
90,Hacer voluntariado en jardinería en la playa,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,180,True,,Disfruta de Hacer voluntariado en jardinería en la playa al aire libre dentro de la categoría de Jardinería y Agricultura
91,Correr 20 km en el bosque,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Correr 20 km en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
94,Hacer kayak de aguas bravas en el río tranquilo,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Hacer kayak de aguas bravas en el río tranquilo al aire libre dentro de la categoría de Actividades Acuáticas
97,Explorar ruinas abandonadas en el bosque,Aventura y Exploración,Exploración Urbana,Outdoor,90,True,,Disfruta de Explorar ruinas abandonadas en el bosque al aire libre dentro de la categoría de Aventura y Exploración
99,Hacer una acampada familiar en el jardín botánico,Aventura y Exploración,Campamento,Outdoor,60,True,,Disfruta de Hacer una acampada familiar en el jardín botánico al aire libre dentro de la categoría de Aventura y Exploración
100,Participar en un torneo de streetball,Deportes de Equipo,Baloncesto,Outdoor,240,True,,Disfruta de Participar en un torneo de streetball al aire libre dentro de la categoría de Deportes de Equipo
101,Hacer paddle surf en la sierra,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Hacer paddle surf en la sierra al aire libre dentro de la categoría de Actividades Acuáticas
104,Hacer ejercicios técnicos de voleibol en el parque local,Deportes de Equipo,Voleibol,Outdoor,60,True,,Disfruta de Hacer ejercicios técnicos de voleibol en el parque local al aire libre dentro de la categoría de Deportes de Equipo
106,Correr con un grupo de running en el centro histórico,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Correr con un grupo de running en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
108,Hacer ejercicios de natación en el valle,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Hacer ejercicios de natación en el valle al aire libre dentro de la categoría de Actividades Acuáticas
110,Hacer ejercicios de tiro en el jardín botánico,Deportes de Equipo,Baloncesto,Outdoor,180,True,,Disfruta de Hacer ejercicios de tiro en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
111,Participar en una sesión de pintura en el lago,Arte al Aire Libre,Pintura,Outdoor,180,True,,Disfruta de Participar en una sesión de pintura en el lago al aire libre dentro de la categoría de Arte al Aire Libre
112,Correr por senderos naturales en la reserva natural,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr por senderos naturales en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
113,Hacer surf al atardecer en la playa del faro,Actividades Acuáticas,Surf,Outdoor,90,True,,Disfruta de Hacer surf al atardecer en la playa del faro al aire libre dentro de la categoría de Actividades Acuáticas
116,Correr al amanecer por la reserva natural,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr al amanecer por la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
120,Jugar fútbol playa en la sierra,Deportes de Equipo,Fútbol,Outdoor,90,True,,Disfruta de Jugar fútbol playa en la sierra al aire libre dentro de la categoría de Deportes de Equipo
124,Hacer entrenamiento de baloncesto en la montaña,Deportes de Equipo,Baloncesto,Outdoor,240,True,,Disfruta de Hacer entrenamiento de baloncesto en la montaña al aire libre dentro de la categoría de Deportes de Equipo
129,Hacer bocetos de naturaleza en la reserva natural,Arte al Aire Libre,Pintura,Outdoor,30,True,,Disfruta de Hacer bocetos de naturaleza en la reserva natural al aire libre dentro de la categoría de Arte al Aire Libre
131,Participar en un multi-cache en el parque local,Aventura y Exploración,Geocaching,Outdoor,30,True,,Disfruta de Participar en un multi-cache en el parque local al aire libre dentro de la categoría de Aventura y Exploración
133,Hacer bodyboard en la playa local,Actividades Acuáticas,Surf,Outdoor,90,True,,Disfruta de Hacer bodyboard en la playa local al aire libre dentro de la categoría de Actividades Acuáticas
135,Participar en un taller de fotografía al aire libre,Arte al Aire Libre,Fotografía,Outdoor,180,True,,Disfruta de Participar en un taller de fotografía al aire libre al aire libre dentro de la categoría de Arte al Aire Libre
137,Practicar maniobras de surf en la playa norte,Actividades Acuáticas,Surf,Outdoor,60,True,,Disfruta de Practicar maniobras de surf en la playa norte al aire libre dentro de la categoría de Actividades Acuáticas
140,Practicar técnicas de surf en la playa local,Actividades Acuáticas,Surf,Outdoor,120,True,,Disfruta de Practicar técnicas de surf en la playa local al aire libre dentro de la categoría de Actividades Acuáticas
141,Tomar una clase de surf en la playa del faro,Actividades Acuáticas,Surf,Outdoor,120,True,,Disfruta de Tomar una clase de surf en la playa del faro al aire libre dentro de la categoría de Actividades Acuáticas
144,Hacer camping junto al la sierra,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Hacer camping junto al la sierra al aire libre dentro de la categoría de Aventura y Exploración
147,Hacer escalada en roca natural en la sierra,Deportes al Aire Libre,Escalada,Outdoor,120,True,,Disfruta de Hacer escalada en roca natural en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
148,Hacer bocetos de naturaleza en el valle,Arte al Aire Libre,Pintura,Outdoor,60,True,,Disfruta de Hacer bocetos de naturaleza en el valle al aire libre dentro de la categoría de Arte al Aire Libre
149,Practicar boulder en el lago,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Practicar boulder en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
150,Hacer escalada tradicional en la sierra,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Hacer escalada tradicional en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
151,Explorar senderos en mountain bike por la reserva natural,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Explorar senderos en mountain bike por la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
159,Hacer una ruta de geocaching por el jardín botánico,Aventura y Exploración,Geocaching,Outdoor,120,True,,Disfruta de Hacer una ruta de geocaching por el jardín botánico al aire libre dentro de la categoría de Aventura y Exploración
160,Hacer una caminata por el lago,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Hacer una caminata por el lago al aire libre dentro de la categoría de Deportes al Aire Libre
163,Jugar un partido de fútbol en el jardín botánico,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Jugar un partido de fútbol en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
164,Participar en una carrera local de 10 km,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Participar en una carrera local de 10 km al aire libre dentro de la categoría de Deportes al Aire Libre
165,Organizar un partido de voleibol en el lago,Deportes de Equipo,Voleibol,Outdoor,240,True,,Disfruta de Organizar un partido de voleibol en el lago al aire libre dentro de la categoría de Deportes de Equipo
169,Mantener un jardín comunitario en el valle,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Mantener un jardín comunitario en el valle al aire libre dentro de la categoría de Jardinería y Agricultura
170,Practicar natación de larga distancia en el bosque,Actividades Acuáticas,Natación,Outdoor,180,True,,Disfruta de Practicar natación de larga distancia en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
172,Practicar técnicas de aseguramiento en la reserva natural,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Practicar técnicas de aseguramiento en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
173,Explorar caches misteriosos en el lago,Aventura y Exploración,Geocaching,Outdoor,120,True,,Disfruta de Explorar caches misteriosos en el lago al aire libre dentro de la categoría de Aventura y Exploración
174,Hacer ejercicios técnicos de voleibol en la playa,Deportes de Equipo,Voleibol,Outdoor,180,True,,Disfruta de Hacer ejercicios técnicos de voleibol en la playa al aire libre dentro de la categoría de Deportes de Equipo
175,Participar en una excursión en kayak por el parque local,Actividades Acuáticas,Kayak,Outdoor,30,True,,Disfruta de Participar en una excursión en kayak por el parque local al aire libre dentro de la categoría de Actividades Acuáticas
178,Hacer entrenamiento de voleibol en el lago,Deportes de Equipo,Voleibol,Outdoor,60,True,,Disfruta de Hacer entrenamiento de voleibol en el lago al aire libre dentro de la categoría de Deportes de Equipo
180,Nadar en aguas abiertas en el valle,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Nadar en aguas abiertas en el valle al aire libre dentro de la categoría de Actividades Acuáticas
181,Hacer bodyboard en la playa norte,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Hacer bodyboard en la playa norte al aire libre dentro de la categoría de Actividades Acuáticas
182,Pintar escenas urbanas en el lago,Arte al Aire Libre,Pintura,Outdoor,60,True,,Disfruta de Pintar escenas urbanas en el lago al aire libre dentro de la categoría de Arte al Aire Libre
183,Organizar un partido amistoso en el centro histórico,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Organizar un partido amistoso en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
188,Practicar técnicas de natación en la reserva natural,Actividades Acuáticas,Natación,Outdoor,240,True,,Disfruta de Practicar técnicas de natación en la reserva natural al aire libre dentro de la categoría de Actividades Acuáticas
189,Jugar fútbol playa en el lago,Deportes de Equipo,Fútbol,Outdoor,120,True,,Disfruta de Jugar fútbol playa en el lago al aire libre dentro de la categoría de Deportes de Equipo
192,Jugar baloncesto en el lago,Deportes de Equipo,Baloncesto,Outdoor,60,True,,Disfruta de Jugar baloncesto en el lago al aire libre dentro de la categoría de Deportes de Equipo
193,Hacer escalada tradicional en el valle,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Hacer escalada tradicional en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
194,Participar en una excursión ciclista de 5 km,Deportes al Aire Libre,Ciclismo,Outdoor,180,True,,Disfruta de Participar en una excursión ciclista de 5 km al aire libre dentro de la categoría de Deportes al Aire Libre
